fecha,activo,direccion,entrada,stop_loss,take_profit,resultado,rr_obtenido,setup,sesion,emocional,notas
2026-04-24 15:56,XAUUSD (Oro) M5,Long,4692.90,4712.85,4692.19,-15.90,2.1,Fibo 38.2% + EMA 200,NY Open 9:30-10:30,SI,SI,SI,SI,SI,Confiado,
